id,ID2,Einrichtung,Trager,Anzeigen,Typ,Schlagworte,Zielgruppe,Beratungsmoglichkeiten,Prio,Sprachen,Barrierefreiheit,Kategorie,Uber_uns,Strasse,Hausnummer,Zusatz,PLZ,Bezirk,Stadtteil,Telefonnummer,EMail,Website,c24_h_7_Tage,Montag,Dienstag,Mittwoch,Donnerstag,Freitag,Samstag,Sonntag,Art_der_Anmeldung,Weitere_Offnungszeiten,lat,long,Ready
179,261,Sozialpsychiatrischer Dienst Lichtenberg,Gesundheitsamt Lichtenberg,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,"Deutsch, Englisch, Russisch","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Sozialpsychiatrischer Dienst (SpD),"Der Sozialpsychiatrische Dienst Lichtenberg hilft in Krisensituationen, gibt vertrauensvolle Beratungen und vermittelt in das Hilfesystem. Alle Angebote sind kostenfrei und unterliegen der Schweigepflicht. Unser Team besteht aus SozialarbeiterInnen, Psychologinnen, ÄrztInnen und Verwaltungsangestellten.",Alfred-Kowalke-Straße,24,,10315,Lichtenberg,Friedrichsfelde,030 902967562,spdi@lichtenberg.berlin.de,https://www.berlin.de/ba-lichtenberg/politik-und-verwaltung/behoerdenwegweiser/artikel.321010.php#ges02,nein,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 18:00,08:00 - 16:00,Geschlossen,Geschlossen,"Termine können vereinbart werden: telefonisch, per Mail",Offene Sprechstunde Dienstag 09:00 bis 12:00 Uhr. Offene Sprechstunde Donnerstag 15:00 bis 18:00 Uhr.,52.50767,13.52449,true
180,45,Sozialpsychiatrischer Dienst Marzahn-Hellersdorf,Bezirksamt Marzahn-Hellersdorf,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14,25]",Angehörige,,Niedrig,"Deutsch, Englisch, Italienisch","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Sozialpsychiatrischer Dienst (SpD),"Wir beraten Erwachsene Personen aus unserem Bezirk und deren Kontaktpersonen bei Fragen zu psychischen Erkrankungen, psychischen Problemen und Krisensituationen. Wir vermitteln Hilfen (Eingliederungshilfe, Behandlungen, gesetzliche Betreuungen u.a.) und beraten hierzu.Wir prüfen Gefahrensituationen, die durch psychische Erkrankungen entstehen können und prüfen dabei auch, ob eine Klinikeinweisungnach dem Gesetz für psychisch Kranke (PsychKG) notwendig ist. Wir führen Hausbesuche durch. Wir haben eine zentrale koordinierende Funktion im bezirklichen psychiatrischen Versorgungssystem und sind an der Aufsicht über die psychiatrische Klinik im Bezirk beteiligt.",Janusz-Korczak-Straße,32,,12627,Marzahn-Hellersdorf,Hellersdorf,030 902933751,Soz.Psych.Dienst@ba-mh.berlin.de,https://www.berlin.de/ba-marzahn-hellersdorf/politik-und-verwaltung/aemter/gesundheitsamt/sozialpsychiatrischer-dienst/,nein,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,Geschlossen,Geschlossen,Keine Anmeldung nötig.,,52.53868,13.60649,true
181,288,Sozialpsychiatrischer Dienst Mitte,Gesundheitsamt Berlin Mitte,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,Deutsch,"Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Sozialpsychiatrischer Dienst (SpD),"Die ärztlichen, psychologischen und sozialpädagogischen Mitarbeiterinnen und Mitarbeiter helfen und unterstützen erwachsene Menschen mit einer psychischen Erkrankung, in krisenhaften Situationen, oder die Probleme mit Alkohol, Drogen, Medikamenten oder anderen Süchten haben.",Westhafenstraße,1,,13353,Mitte,Tiergarten,030 901845212,sozialpsychdienst@ba-mitte.berlin.de,http://www.berlin.de/ba-mitte/politik-und-verwaltung/aemter/gesundheitsamt/gesundheitsfoerderung-praevention-und-gesundheitshilfe-fuer-erwachsene/artikel.248428.php,nein,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch",Offene Sprechstunde: Dienstag von 9:00 bis einschließlich 12:00 Uhr und Donnerstag von 14:00 bis einschließlich 16:00 Uhr.,52.53745,13.34155,true
182,Sen031,Sozialpsychiatrischer Dienst Neukölln,Bezirksamt Neukölln,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,Deutsch,Keine Angabe,Sozialpsychiatrischer Dienst (SpD),"Die ärztlichen, psychologischen und sozialpädagogischen Mitarbeiterinnen und Mitarbeiter helfen und unterstützen erwachsene Menschen mit einer psychischen Erkrankung, in krisenhaften Situationen, oder die Probleme mit Alkohol, Drogen, Medikamenten oder anderen Süchten haben.",Gutschmidtstraße,31,,12359,Neukölln,Britz,030 90239-2786,gesSpD@bezirksamt-neukoelln.de,https://www.berlin.de/ba-neukoelln/politik-und-verwaltung/aemter/gesundheitsamt/sozialpsychiatrischer-dienst/artikel.274596.php,nein,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 18:00,08:00 - 16:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",Zusätzlich gibt es eine offene Sprechstunde am Do. von 13-16 Uhr,52.43659,13.4466,true
183,147,Sozialpsychiatrischer Dienst Pankow,Bezirksamt Pankow,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14,25]",Angehörige,,Niedrig,"Deutsch, Englisch, Weitere Sprachen mit Sprachmittlung","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Sozialpsychiatrischer Dienst (SpD),"Unser Team bestehend aus Fachärzt*innen, Sozialarbeiter*innen, Psycholog*innen und Verwaltungskräften berät erwachsene Menschen aus unserem Bezirk, die unter einer psychischen Erkrankung leiden, eine geistige Behinderung haben, alkohol- oder drogenabhängig sind, sich in einer Krise befinden oder psychische Probleme haben, sowie deren Angehörige. Wir vermitteln passende Hilfen (z.B. Eingliederungshilfe, Kontakt- und Beratungsstellen, etc.) und verfügen über einen guten Überblick über die vielfältige Pankower Hilfelandschaft. Bei Bedarf oder zur Krisenintervention können wir Hausbesuche anbieten. Im Falle von Eigen- oder Fremdgefährdung aufgrund von psychischen Erkrankungen prüfen wir die eventuell notwendige Unterbringung nach dem Gesetz über Hilfen und Schutzmaßnahmen bei psychischen Krankheiten (PsychKG).",Grunowstraße,8-11,,13187,Pankow,Pankow,030 90295-2863,pankow.spd@ba-pankow.berlin.de,https://www.berlin.de/ba-pankow/politik-und-verwaltung/aemter/gesundheitsamt/artikel.218488.php,nein,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,Geschlossen,Geschlossen,"Termine können vereinbart werden: vor Ort, telefonisch, per Mail",Offene Sprechstunde immer dienstags und donnerstags von 9 bis 12 Uhr.,52.56735,13.40945,true
184,192,Sozialpsychiatrischer Dienst Reinickendorf,Bezirksamt Reinickendorf,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14,25]",Angehörige,,Niedrig,"Deutsch, Englisch, Französisch, Polnisch, Italienisch, Georgisch","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Sozialpsychiatrischer Dienst (SpD),"Der Sozialpsychiatrische Dienst bietet Beratung an, wenn man noch nicht weiß, ob man eine Erkrankung hat. Er unterstützt, Hilfe zu finden, wenn durch eine Erkrankung der Alltag deutlich beeinträchtigt wird. Wir beraten auch Angehörige oder das sonstige Umfeld. Im Notfall, wenn jemand krankheitsbedingt selbst die Entscheidung nicht mehr treffen kann, weisen wir auch in die Klinik ein.",Teichstraße,65,Haus 4,13407,Reinickendorf,Reinickendorf,030 902945010,Sozialpsychiatrischer-Dienst@reinickendorf.berlin.de,https://www.berlin.de/ba-reinickendorf/politik-und-verwaltung/aemter/gesundheitsamt/sozialpsychiatrischer-dienst/,nein,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch",,52.57116,13.34771,true
185,39,Sozialpsychiatrischer Dienst Spandau,Bezirksamt Spandau,1,Amt,"[""L"",7,1,9,5,4,11,10,8,12,2,3,25]",Angehörige,,Niedrig,"Deutsch, Englisch, Russisch, Spanisch, Türkisch",Rollstuhlgerechter Zugang,Sozialpsychiatrischer Dienst (SpD),"Der Sozialpsychiatrische Dienst ist eine Beratungsstelle für volljährige Menschen mit seelischen Problemen. Auch wenn Sie sich als Angehörige, professionelle Helfende, Betreuungspersonen oder Nachbarn, Sorgen um andere Menschen machen, weil diese psychisch erkrankt oder dement zu sein scheinen, stehen wir als Ansprechpartner zur Verfügung. 
Wir vermitteln z.B. Hilfe, prüfen Gefahrensituationen, die durch psychische Erkrankungen entstehen können und veranlassen, wenn notwendig, eine Krankenhausbehandlung. Im bezirklichen psychiatrischen Versorgungssystem nimmt der Sozialpsychiatrische Dienst eine koordinierende Funktion ein und ist beteiligt an der Aufsicht über die psychiatrische Klinik im Bezirk.",Klosterstraße,36,Aufgang D,13581,Spandau,Spandau,030 902792355,ges3@ba-spandau.berlin.de,https://www.berlin.de/ba-spandau/politik-und-verwaltung/aemter/gesundheitsamt/artikel.268617.php,nein,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",,52.53249,13.19862,true
186,Sen098,Sozialpsychiatrischer Dienst Steglitz-Zehlendorf,Bezirksamt Steglitz-Zehlendorf,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,Deutsch,Keine Angabe,Sozialpsychiatrischer Dienst (SpD),"Die ärztlichen, psychologischen und sozialpädagogischen Mitarbeiterinnen und Mitarbeiter helfen und unterstützen erwachsene Menschen mit einer psychischen Erkrankung, in krisenhaften Situationen, oder die Probleme mit Alkohol, Drogen, Medikamenten oder anderen Süchten haben.",Bergstraße,90,,12169,Steglitz-Zehlendorf,,030 90299-4758,sozialpsychdienst@ba-sz.berlin.de,https://www.berlin.de/ba-steglitz-zehlendorf/politik-und-verwaltung/aemter/gesundheitsamt/sozialpsychiatrischer-dienst/artikel.92481.php,nein,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 18:00,08:00 - 16:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",,52.458274,13.32880103,true
187,33,Sozialpsychiatrischer Dienst Tempelhof-Schöneberg,Bezirksamt Tempelhof-Schöneberg,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14,25]",Angehörige,,Niedrig,"Deutsch, Bosnisch/Serbisch/Kroatisch, Englisch, Französisch, Türkisch","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Sozialpsychiatrischer Dienst (SpD),"Wir beraten erwachsene Personen aus unserem Bezirk und deren Kontaktpersonen bei Fragen zu psychischen Erkrankungen, psychischen Problemen und Krisensituationen. Wir vermitteln Hilfen (z.B. Eingliederungshilfe, Behandlung, gesetzliche Betreuung) und beraten hierzu. Wir prüfen Gefahrensituationen, die durch psychische Erkrankung entstehen können, und prüfen dabei auch, ob eine Klinikeinweisung nach dem Gesetz für Psychisch Kranke (PsychKG) notwendig ist. Es besteht die  Möglichkeit von Hausbesuchen. Wir haben eine zentrale koordinierende Funktion im bezirklichen psychiatrischen Versorgungssystem und sind beteiligt an der Aufsicht über die psychiatrische Klinik im Bezirk. .",Rathausstraße,27,,12105,Tempelhof-Schöneberg,Mariendorf,030 902777575,sozpsychdienst@ba-ts.berlin.de,https://www.berlin.de/ba-tempelhof-schoeneberg/politik-und-verwaltung/aemter/gesundheitsamt/sozialpsychiatrischer-dienst/,nein,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 18:00,08:00 - 16:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",Offene Sprechstunde: Dienstag 9:00 bis 12:00 Uhr und Donnerstag 16:00 bis 18:00 Uhr.,52.44587,13.37917,true
188,Sen109,Sozialpsychiatrischer Dienst Tiergarten und Mitte,Bezirksamt Mitte,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,"Deutsch, Englisch, Weitere Sprachen mit Sprachmittlung",Keine Angabe,Sozialpsychiatrischer Dienst (SpD),,Mathilde-Jacob-Platz,1,,10551,Mitte,,030 9018-33347,sozialpsychdienst@ba-mitte.berlin.de,https://www.berlin.de/ba-mitte/politik-und-verwaltung/aemter/gesundheitsamt/gesundheitsfoerderung-praevention-und-gesundheitshilfe-fuer-erwachsene/artikel.248428.php,nein,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 18:00,08:00 - 16:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch",,52.52702761,13.33849547,true
189,Sen032,Sozialpsychiatrischer Dienst Treptow-Köpenik,Bezirksamt Treptow-Köpenick,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,Deutsch,Rollstuhlrechter Zugang,Sozialpsychiatrischer Dienst (SpD),"Die ärztlichen, psychologischen und sozialpädagogischen Mitarbeiterinnen und Mitarbeiter helfen und unterstützen erwachsene Menschen mit einer psychischen Erkrankung, in krisenhaften Situationen, oder die Probleme mit Alkohol, Drogen, Medikamenten oder anderen Süchten haben.",Hans-Schmidt-Straße,16,,12489,Treptow-Köpenick,Adlershof,030 90297-6000,Soz.Psych.Dienst@ba-tk.berlin.de,https://www.berlin.de/ba-treptow-koepenick/politik-und-verwaltung/aemter/gesundheitsamt/artikel.30521.php,nein,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 18:00,08:00 - 16:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",,52.43438,13.53345,true
190,Sen067,SPAX - Kontakt und Beratungsstelle mit aufsuchender Sozialarbeit zur Problematik des Alkohol- & Suchtmittelmissbrauchs in der Spandauer Öffentlichkeit,Fixpunkt,1,Beratung,"[""L"",7,9,12,8]",,,Mittel,Deutsch,Keine Angabe,Alkohol- und Medikamentenberatungsstelle,,Schönwalder Straße,27,,13585,Spandau,,030  74927951,spax@fixpunkt.org,https://www.fixpunkt.org/spandau/,nein,11:00 - 15:00,Geschlossen,11:00 - 15:00,11:00 - 15:00,Geschlossen,Geschlossen,Geschlossen,Keine Anmeldung nötig.,Einzeleinlass: Montag 10.00 – 15.00 Uhr sowie Mittwoch – Freitag 10.00 – 11.00 Uhr.,52.54757,13.20172,true
191,464,St. Hedwig-Krankenhaus,Alexianer St. Hedwig Kliniken Berlin GmbH,1,Klinik,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,"Deutsch, Englisch",Rollstuhlgerechter Zugang,Pflichtversorgende Klinik,"Wir behandeln Erwachsene mit Abhängigkeit und Missbrauch von Alkohol, Medikamenten und illegalen Drogen, beispielsweise GHB. Außerdem versorgen wir Patient:innen mit Abhängigkeitserkrankungen und weiteren psychischen Erkrankungen, wie zum Beispiel Schizophrenien, Depressionen oder Persönlichkeitsstörungen (u.a. bieten wir nach Anmeldung die Dialektisch-Behaviorale Therapie bei emotional instabiler Persönlichkeitsstörung an).",Große Hamburger Straße,5,,10115,Mitte,Mitte,030 23110,st.hedwig@alexianer.de,https://www.alexianer-berlin-hedwigkliniken.de/sthedwig-krankenhaus/,ja,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,"Termine können vereinbart werden: vor Ort, telefonisch",,52.52591,13.3984,true
192,Sen102,Stille Straße,Kreuzbund Diözesanverband Berlin e.V.,1,Selbsthilfe,"[""L"",7,9,12]",,,Mittel,Deutsch,Keine Angabe,Selbsthilfegruppe,"Offen für: Angehörige und Betroffene ",Stille Straße,10,Volkssolidatität,13156,Pankow,Niederschönhausen,,stille-strasse@kreuzbund-berlin.de,https://www.kreuzbund-berlin.de/startseite,nein,16:00 - 17:30,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Keine Anmeldung nötig.,,52.57665656264686,13.402835222621801,true
193,521,StoffBruch,FrauSuchtZukunft e.V.,1,Beratung,"[""L"",7,9,12,17,13,24]","Frauen, LSBTIQ*, Divers",,Niedrig,"Deutsch, Bulgarisch, Englisch",Keine Angabe,IGPP Handlungsfeld Drogen/Sucht,"StoffBruch bietet Beratung, Vorbereitung für die Suchttherapie, Angebote für Mütter*, Gruppen zum kontrollierten Trinken, NADA-Ohrakupunktur und Selbsthilfegruppen.",Friedrichstrasse,231,"2. HH, 2. OG",10969,Friedrichshain-Kreuzberg,Kreuzberg,030 28599452,stoffbruch@frausuchtzukunft.de,https://www.frausuchtzukunft.de,nein,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",,52.50297,13.3909,true
194,195,Stop Stalking,selbst.bestimmt e.V.,1,Beratung,"[""L"",1,6]",,,Mittel,"Deutsch, Englisch, Spanisch, für weitere Sprachen können Dolmetscher hinzugezogen werden",Rollstuhlgerechter Zugang,IGPP Handlungsfeld Besondere Bedarfslagen,"Unsere Beratungsstelle hat zwei getrennte Angebote: zum einen Beratung für Menschen, die gestalkt werden. Zum anderen Beratung für Menschen, die stalken",Detmolder Straße,60,Erdgeschoss links,10715,Charlottenburg-Wilmersdorf,Wilmersdorf,030 221922000,info@stop-stalking-berlin.de,https://www.stop-stalking-berlin.de,nein,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",,52.47855,13.32498,true
195,398,subway,HILFE-FÜR-JUNGS e.V.,1,Beratung,"[""L"",15,18,24,13,20]","Männer, Divers, LSBTIQ*, Kinder & Jugendliche",,Hoch,"Deutsch, Englisch, Französisch, Rumänisch, Türkisch",Keine Angabe,IGPP Handlungsfeld Sexuell übertragbare Infektionen,"subway bietet Hilfe für Jungen* und junge Männer*, die unterwegs sind und anschaffen.
Wir beraten zu HIV/Aids, sexuell übertragbaren Infektionen und Hepatitiden.",Kirchbachstraße,5,,10783,Tempelhof-Schöneberg,Schöneberg,030 23520476,jungs@subway-berlin.de,https://subway-berlin.de/,nein,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Keine Anmeldung nötig.,,52.49452,13.36377,true
196,419,Suchtberatung Confamilia,vista gGmbH,1,Beratung,"[""L"",7,9,12,8]",,,Mittel,"Deutsch, Arabisch, Englisch, Polnisch, Russisch, Türkisch",Keine Angabe,IGPP Handlungsfeld Drogen/Sucht,"In unserem Zentrum für integrative Suchthilfe informieren und beraten wir Sie zu Konsum von psychoaktiven Substanzen (Drogen, Alkohol, Medikamente), zu Sucht, Entzug, Therapie und Nachsorge, zu Substitution, Safer Use, Infektionsprophylaxe und vieles mehr.
Wollen Sie Ihren Konsum reduzieren oder beenden? Wir unterstützen und begleiten Sie auf Ihrem Weg zu mehr Konsumkompetenz, um das Risiko gesundheitsschädigender Folgen zu reduzieren. Bei Bedarf vermitteln wir Sie weiter. 
Zu unseren Angeboten gehören auch die Sprechstunden für arabisch sprechende Menschen und für Partydrogenkonsument*innen sowie Selbsthilfegruppen und angeleitete Gruppen. 
Im Haus befindet sich auch die Kontaktstelle Confamilia  für alkohol- und medikamentenabhängige Menschen in Neukölln.",Lahnstraße,84,,12055,Neukölln,Neukölln,030 689772900,confamilia@vistaberlin.de,https://vistaberlin.de/einrichtungen/suchtberatung-confamilia/,nein,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 18:00,09:00 - 15:00,Geschlossen,Geschlossen,"Termine können vereinbart werden: vor Ort, telefonisch, per Mail","Offene Sprechstunde: Mo, Di 14:00 bis 16:00 Uhr und Do 15:30 bis 17:30 Uhr. Partydrogensprechstunde: Di 14:00 bis 16:00 Uhr. Sprechstunde für arabisch sprechende Menschen: Fr 10:00 bis 12:00 Uhr.",52.46808,13.44443,true
197,6,Suchtberatung Friedrichhain - Alkohol- und Medikamentenberatungsstelle,Stiftung SPI,1,Beratung,"[""L"",7,9,12,25]",Angehörige,,Mittel,"Deutsch, Englisch",Keine Angabe,Alkohol- und Medikamentenberatungsstelle,"Beratung zu allen Fragen und Problemen mit Alkohol, Medikamenten und damit zusammenhängenden Themen, z. B. wenn es zusätzlich um Drogen, Tabak, nicht-stoffgebundene Süchte, psychische Probleme oder soziale Probleme geht. Für Betroffene und Angehörige. Kostenlos, vertraulich und auf Wunsch anonym. Weitere Angebote: Ambulante Suchttherapie, Nachsorge. Addiction Counselling also in English. LGBTIQ* willkommen.",Finowstraße,39,,10247,Friedrichshain-Kreuzberg,Friedrichshain,030 2911692,suchtberatung-frdh@stiftung-spi.de,https://www.stiftung-spi.de/service/projekte/detail/suchtberatung-frdh/,nein,10:00 - 14:00,12:00 - 18:00,Geschlossen,12:00 - 18:00,Geschlossen,Geschlossen,Geschlossen,"Termine können vereinbart werden: vor Ort, telefonisch, per Mail",Nach Vereinbarung auch weitere Zeiten sowie Mittwoch und Freitag.,52.51377,13.46967,true
198,90,Suchtberatung Hohenschönhausen,Stiftung SPI und Gesundheitsamt Lichtenberg,1,Beratung,"[""L"",7,9,12,8,25]",Angehörige,,Mittel,"Deutsch, Englisch","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Alkohol- und Medikamentenberatungsstelle,"Wir bieten Angehörigen und Betroffenen u. a. Informationen und Beratung zu Suchterkrankungen, Diagnostik, Nachbehandlung nach stationärer Therapie, Hausbesuche nach Absprache an.",Oberseestraße,98,,13053,Lichtenberg,Alt-Hohenschönhausen,030 902964911,suchtberatung-hsh@stiftung-spi.de,https://www.berlin.de,nein,08:00 - 16:00,08:00 - 16:00,Geschlossen,13:00 - 18:00,08:00 - 14:00,Geschlossen,Geschlossen,"Termine können vereinbart werden: vor Ort, telefonisch, per Mail",,52.5471,13.49479,true
199,15,Suchtberatungs- und Behandlungsstelle Marzahn-Hellersdorf,Wuhletal - Psychosoziales Zentrum gGmbH,1,Beratung,"[""L"",7,12,25]",Angehörige,,Mittel,"Deutsch, Englisch, Russisch",Rollstuhlgerechte Einrichtung,Alkohol- und Medikamentenberatungsstelle,Wir informieren und beraten Menschen mit Alkohol- und/oder Medikamentenproblemen und deren Angehörige. Wir vermitteln in tagesklinische oder stationäre Entzugsbehandlung und Entwöhnungstherapie. Die Beratungen sind kostenlos und auf Wunsch anonym. Darüber hinaus können Sie bei uns eine ambulante Entwöhnungstherapie oder eine Nachsorge durchführen.,Alt-Marzahn,59,,12685,Marzahn-Hellersdorf,Marzahn,030 5498863,suchtberatung@wuhletal.de,http://www.wuhletal.de,nein,09:00 - 12:00,09:00 - 12:00,13:00 - 17:00,15:00 - 17:00,09:00 - 12:00,Geschlossen,Geschlossen,"Termine können vereinbart werden: vor Ort, telefonisch, per Mail",Offene Sprechstunde: Donnerstag 15:00 Uhr bis 17:00 Uhr.,52.54294,13.5622,true
