Anzeigen;ID;Einrichtung;Prio;Schlagworte;Zielgruppe;Träger;Kategorie;Beratungsmöglichkeiten;Sprachen;Barrierefreiheit;Über uns;Strasse;Hausnummer;Zusatz;PLZ;Bezirk;Stadtteil;Telefonnummer;EMail;Website;24 h/7 Tage;Montag;Dienstag;Mittwoch;Donnerstag;Freitag;Samstag;Sonntag;Art der Anmeldung;Weitere Öffnungszeiten;lat;long
1;Sen064;NordPassage ;mittel;Alkohol, Kinder & Jugendliche;Kinder & Jugendliche;Stiftung SPI;Alkohol- und Medikamentenberatungsstelle;0;Deutsch;0;0;Alt-Reinickendorf;23-24;0;13407;Reinickendorf;0;030 4938088;info@nordpassage-berlin.de ;https://www.stiftung-spi.de/service/projekte/detail/nordpassage;nein;10:00 - 17:00;10:00 - 17:00;10:00 - 17:00;10:00 - 17:00;10:00 - 14:00;Geschlossen;Geschlossen;Keine Anmeldung nötig. ;Offene Sprechstunde: Bis zum 21. Lebensjahr Di. 16:00–17:00 Uhr, ab dem 22. Lebensjahr Do. 14:00–16:00 Uhr.;52.57541;13.35195
1;285;Offene Beratung zu Arbeit und Beschäftigung für Menschen mit psychischen Erkrankungen und Suchererkrankungen;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Gaming, Alkohol, Drogen;0;WIB-Weißenseer Integrationsbetriebe GmbH;Kontakt- und Beratungsstelle;Vor Ort in der Einrichtung, Telefonberatung;Deutsch;Keine Angabe;Im Netzwerk Arbeit und seelische Gesundheit bietet die WIB-Weißenseer Integrationsbetriebe GmbH eine unabhängige und kostenfreie Beratung rund um das Thema Arbeit und Beschäftigung und psychische Erkrankungen und Suchterkrankungen an. Dieses Angebot gibt allen arbeitssuchenden und arbeitenden Menschen mit diesen Krankheitsbildern die Möglichkeit, sich unabhängig von einem Kostenträger zu beruflichen Themen beraten zu lassen. Die Beratung in der offenen Sprechstunde erfolgt auf Wunsch auch anonym.;Storkower Straße;158;0;10407;Pankow;Prenzlauer Berg;030 39205113;kontakt@arbeit-netzwerk.de;https://wib-verbund.de/offene-beratung;nein;10:00 - 12:00;Geschlossen;Geschlossen;16:00 - 18:00;Geschlossen;Geschlossen;Geschlossen;Keine Anmeldung nötig. ;;52.53003;13.45614
1;282;Offene Beratung zu Arbeit und Beschäftigung für Menschen mit psychischen Erkrankungen und Suchterkrankungen;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Gaming, Alkohol, Drogen;0;WIB-Weißenseer Integrationsbetriebe GmbH;Kontakt- und Beratungsstelle;Vor Ort in der Einrichtung, Telefonberatung;Deutsch;Keine Angabe;Im Netzwerk Arbeit und seelische Gesundheit bietet die WIB-Weißenseer Integrationsbetriebe GmbH eine unabhängige und kostenfreie Beratung rund um das Thema Arbeit und Beschäftigung und psychische Erkrankungen und Suchterkrankungen an. Dieses Angebot gibt allen arbeitssuchenden und arbeitenden Menschen mit diesen Krankheitsbildern die Möglichkeit, sich unabhängig von einem Kostenträger zu beruflichen Themen beraten zu lassen. Die Beratung in der offenen Sprechstunde erfolgt auf Wunsch auch anonym.;Normannenstraße;37;0;10367;Lichtenberg;Lichtenberg;030 484800880;kontakt@arbeit-netzwerk.de;https://wib-verbund.de/offene-beratung;nein;10:00 - 12:00;Geschlossen;Geschlossen;16:00 - 18:00;Geschlossen;Geschlossen;Geschlossen;Keine Anmeldung nötig. ;;52.5162;13.48275
1;443;PBAM Suchtberatung Wilmersdorf;mittel;Alkohol, Medikamente, Angehörige;Angehörige;PBAM Therapeutische AG e.V.;Alkohol- und Medikamentenberatungsstelle;Vor Ort in der Einrichtung, Telefonberatung;Deutsch, Englisch, Polnisch;Rollstuhlrechter Zugang;Wir beraten, vemitteln und behandeln Menschen aus dem Bezirk Wilmersdorf, die Probleme im Umgang mit Alkohol und Medikamente haben, sowie deren Angehörige. Unsere offenen Sprechzeiten sind Dienstag von 10:00 bis 12:00 und Donnerstag von 16:00 bis 18:00 Uhr.;Holsteinische Straße;38;Aufgang 1;10717;Charlottenburg-Wilmersdorf;Wilmersdorf;030 23621333;suchtberatung-wilmersdorf@pbam.de;https://www.pbam.de;nein;09:00 - 17:30;09:00 - 17:30;09:00 - 17:30;09:00 - 17:30;09:00 - 17:30;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.49196;13.3247
1;512;Pflege in Not Beratung bei  Konflikt und Gewalt in der Pflege;mittel;Beziehung zu anderen Menschen, Körperliche Erkrankungen, Gewalterfahrung, Angehörige;Angehörige;Diakonische Werk Berlin Stadtmitte e.V.;Kontakt- und Beratungsstelle;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung, Rückrufservice, Videoberatung;Deutsch;Rollstuhlrechter Zugang;Jede und jeder der Konflikte, Überforderung, Aggressionen und Gewalt in der Pflege erlebt, kann sich an uns wenden. Berlinweit und kostenfrei beraten und unterstützen wir Sie, vertraulich und gerne auch anonym.;Bergmannstr.;44;0;10957;Friedrichshain-Kreuzberg;Kreuzberg;030 69598989;pflege-in-not@diakonie-stadtmitte.de;https://www.pflege-in-not.de;nein;10:00 - 12:00;14:00 - 16:00;10:00 - 12:00;16:00 - 18:00;10:00 - 12:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;Termine auch nach Vereinbarung. Anrufbeantworter rund um die Uhr.;52.48868;13.402
1;Sen081;Prävention zur sexuellen Gesundheit für Prostituierte;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Sexuell übertragbare Infektionen, Gewalterfahrung, Divers, LSBTIQ*;Divers, LSBTIQ*;HYDRA e. V. - Treffpunkt und Beratung für Prostituierte;IGPP Handlungsfeld Sexuell übertragbare Infektionen;0;Deutsch;0;0;Köpenicker Straße;187/188;0;10997;Friedrichshain-Kreuzberg;0;030 6110023;kontakt@hydra-berlin.de;https://www.hydra-berlin.de/;nein;10:00 - 15:00;10:00 - 15:00;Geschlossen;16:00 - 20:00;Geschlossen;Geschlossen;Geschlossen;Termine können vereinbart werden: telefonisch, per Mail;Weitere Termine nach Vereinbarung.;52.50227;13.43927
1;Sen094;Psychosoziale Betreuung für Menschen mit HIV, Aids oder chonischer Hepatitis C;hoch;Sexuell übertragbare Infektionen;0;ZIK - zuhause im Kiez gGmbH;IGPP Handlungsfeld Sexuell übertragbare Infektionen;0;Deutsch, Englisch;0;0;Perleberger Straße;27;0;10559;Mitte;0;030 554439300;aufnahme@zik-ggmbh.de;https://zik-ggmbh.de/index.php;nein;Geschlossen;Geschlossen;13:00 - 16:30;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Termine können vereinbart werden: telefonisch, per Mail;Weitere Termine nach Vereinbarung.;52.53204;13.3493
1;560;"Psychosoziale Kontakt- und Beratungsstelle ""Das Floß""";mittel;Angst & Zwänge,Traurigkeit & Verzweiflung,Einsamkeit,Beziehung zu anderen Menschen,Stimmen hören;0;Wuhletal-Psychosoziales Zentrum gGmbH;Kontakt- und Beratungsstelle;Vor Ort in der Einrichtung,Telefonberatung,Rückrufservice;Deutsch;Rollstuhlrechter Zugang;Das Angebot der KBS richtet sich an psychisch erkrankte bzw. psychiatrieerfahrene Menschen, Menschen mit seelischen Beeinträchtigungen, sowie deren Angehörige. Unser Angebot ist kostenlos, unbürokratisch, niedrigschwellig, ohne lange Wartezeiten und auf Wunsch anonym.;Dorfstr.;47;0;12621;Marzahn-Hellersdorf;Kaulsdorf;030 565995949;kbs@wuhletal.de;https://www.wuhletal.de;nein;09:00 - 15:00;09:00 - 16:00;09:00 - 15:00;09:00 - 16:00;09:00 - 15:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.50680344;13.5816982
1;48;Psychosoziale Kontakt- und Beratungsstelle Brückentreff;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Angehörige;Angehörige;Humanistischer Verband Dtl., LV Berlin-Brandenburg KdöR;Kontakt- und Beratungsstelle;Vor Ort in der Einrichtung, Telefonberatung, Rückrufservice;Deutsch, Englisch;Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung;"Wir unterstützen Menschen, die soziale Kontakte suchen, sich in sozialen und/oder seelischen Nöten befinden, eine Tagesstruktur aufbauen möchten, Psychiatrieerfahrung haben und Menschen, die psychisch erkrankt sind. Wie sind zudem Ansprechpartner für deren Angehörige und Freunde.
Wir bieten offene Treffpunkte, Gruppen und Beratungen an. Unser Team besteht aus Sozialpädagog_innen und Psycholog_innen.";Torstraße;158;0;10115;Mitte;Mitte;030 2807442;brueckentreff@hvd-bb.de;https://www.brueckentreff.de;nein;13:00 - 17:30;10:00 - 16:00;Geschlossen;12:00 - 18:00;10:00 - 16:00;13:00 - 16:30;Geschlossen;Termine können vereinbart werden: vor Ort, telefonisch, per Mail;;52.52906;13.39677
1;Sen089;Psychosoziale Kontakt- und Beratungsstelle Café Wippe;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Drogen, Medikamente, Alkohol, Männer, Divers, LSBTIQ*, Menschen mit Migrationshintergrund;Männer, Divers, LSBTIQ*, Menschen mit Migrationshintergrund;Schwulenberatung Berlin gGmbH;IGPP Handlungsfeld Sexuell übertragbare Infektionen;0;Deutsch, Englisch, Französisch, Spanisch, Portugiesisch, Italienisch, weitere Sprachen;0;Aufgrund ihrer vielfachen Beeinträchtigungen leiden schwule  Männer sowie trans* und inter* Menschen  unter Einsamkeit und brauchen diskriminierungsfreie Schutzräume. In der psychosozialen Kontakt- und Beratungsstelle (KBS) können sie sich austauschen. Da die offenen Angebote fachlich angeleitet werden, dienen sie auch der stabilisierenden Strukturgebung. Angeboten wird auch psychologische Beratung, insbesondere für LSBTI* Geflüchtete und Suchtberatung.;Niebuhrstraße;59/60;0;10629;Charlottenburg-Wilmersdorf;0;030 446688111;info@schwulenberatungberlin.de;http://www.schwulenberatungberlin.de/;nein;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Keine Anmeldung nötig. ;;52.50439;13.30983
1;Sen065;Psychosoziale Kontakt-und Beratungsstelle - OT Krezuberg;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;Unionhilfswerk;Kontakt- und Beratungsstelle;0;Deutsch;0;0;Waldemarstraße;33 A;0;10999;Friedrichshain-Kreuzberg;0;030 42265-886 ;kbs@kb.unionhilfswerk.de;https://www.unionhilfswerk.de/angebote/psychiatrische-begleitung/kontakt-und-beratungsstellen/;nein;10:00 - 16:00;10:00 - 16:00;10:00 - 16:00;10:00 - 16:00;10:00 - 16:00;Geschlossen;Geschlossen;Termine können vereinbart werden: telefonisch, per Mail;;52.50396;13.41932
1;359;Psychosoziale Prävention für geflüchtete Menschen und Menschen mit Migrationshintergrund;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Gewalterfahrung, Menschen mit Migrationshintergrund;Menschen mit Migrationshintergrund;Berliner Stadtmission;Kontakt- und Beratungsstelle;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße);Deutsch, Arabisch, Bosnisch/Serbisch/Kroatisch, Bulgarisch, Englisch, Französisch, Kurdisch, Polnisch, Rumänisch, Russisch, Türkisch, Weitere Sprachen, Farsi, Dari, Ukrainisch, Italienisch, ggf. können Dolmetscher hinzugezogen werden;0;Niedrigschwellige psychologische und psychosoziale Angebote für geflüchtete Menschen und Menschen mit Migrationshintergrund mit eigenem Wohnraum und in Flüchtlingseinrichtungen im Bezirk Spandau. Hauptaufgabe ist die Prävention von psychischen Erkrankungen, Suchterkrankungen, Gewaltbereitschaft und Suizidalität bei erwachsenen, geflüchteten Menschen.;Streitstraße;24;0;13587;Spandau;Spandau;030 26587127;psychosozialeberatung@berliner-stadtmission.de;https://www.berliner-stadtmission.de/begleitprogramm-learning-bei-doing/psychosoziale-beratung;nein;09:00 - 17:30;Geschlossen;09:00 - 17:30;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Termine können vereinbart werden: vor Ort, telefonisch, per Mail;;52.56039;13.20856
1;566;Russischsprachige Ambulanz;mittel;Angst & Zwänge, Menschen mit Migrationshintergrund;Menschen mit Migrationshintergrund;Evangelisches Krankenhaus Königin Elisabeth Herzberge;Klinik;0;Deutsch,Russisch;Rollstuhlrechter Zugang,Rollstuhlgerechte Einrichtung;PIA CPC  des Evangelischen Krankenhauses Königin Elisabeth Herzberge dient der ambulanten Behandlung von Menschen mit chronischen psychischen Erkrankungen. Die psychiatrische Behandlung und psychosoziale Beratung erfolgt stets mit muttersprachlicher russischer Sprachvermittlung.;Weissenseer Weg;111;0;10369;Lichtenberg;Fennpfuhl;030 5472-4350;pia-cpc@keh-berlin.de;https://www.keh-berlin.de;nein;Geschlossen;15:00 - 18:30;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.5271477;13.4786556
1;276;SAAM Berlin gUG (haftungsbeschränkt);mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Divers, LSBTIQ*, Menschen mit Migrationshintergrund;Divers, LSBTIQ*, Menschen mit Migrationshintergrund;SAAM Berlin gUG (haftungsbeschränkt);Kontakt- und Beratungsstelle;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung;Deutsch, Englisch, Polnisch, Russisch, Türkisch, Farsi,  Dari, Italienisch, Ukrainisch, Afrikaans;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;SAAM Berlin bietet Hilfen für Menschen mit emotional-sozialen Problemen, einer psychischen Erkrankung oder seelischen Behinderung an, die in ihrer eigenen Wohnung leben und Betreuung benötigen. Unsere Unterstützung richtet sich an Erwachsene in problematischen Lebenslagen, um sie schrittweise wieder am gesellschaftlichen Leben teilhaben lassen zu können. Ein Schwerpunkt liegt in der muttersprachlichen Beratung von Geflüchteten aus der Ukraine.;Möllendorffstraße;104;0;10367;Lichtenberg;Lichtenberg;030 27985898;Info@SAAM-Berlin.de;https://www.SAAM-Berlin.de;nein;08:00 - 16:00;08:00 - 16:00;08:00 - 16:00;08:00 - 16:00;08:00 - 16:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.51748;13.47979
0;213;Schlosspark-Klinik;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;Schlosspark-Klinik;Klinik;Vor Ort in der Einrichtung, Telefonberatung;Deutsch;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;Die Abteilung Psychiatrie und Psychotherapie der Schlosspark-Klinik behandelt erwachsene Patientinnen:Patienten mit allen akut-psychiatrischen Erkrankungen.;Heubnerweg;2;0;14059;Charlottenburg-Wilmersdorf;Charlottenburg-Nord;030 32641352;psychiatrie@schlosspark-klinik.de;https://www.parkkliniken-berlin.de/;nein;08:00 - 16:00;08:00 - 16:00;08:00 - 16:00;08:00 - 16:00;08:00 - 16:00;Geschlossen;Geschlossen;Termine können vereinbart werden: telefonisch, per Mail;Zentrale Notaufnahme: 00:00-24:00 Uhr.;52.5218;13.28949
1;Sen033;Schwangeren- und Familienberatung;hoch;Beziehung zu anderen Menschen, Traurigkeit & Verzweiflung, Schwangerschaft & Geburt, Gewalterfahrung;0;Albatros Lebensnetz gGmbh;Kontakt- und Beratungsstelle;Vor Ort in der Einrichtung, Telefonberatung;Deutsch;0;0;Petersburger Platz;3;0;10249;Friedrichshain-Kreuzberg;Friedrichshain;030 4496382;sfb@albatros-lebensnetz.de;https://www.albatros-lebensnetz.de/schwangeren-und-familienberatung/;nein;09:00 - 14:00;13:00 - 19:00;"09:00 - 12:00; 13:00 - 17:00";Geschlossen;09:00 - 14:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.52147;13.4496
1;246;Schwulenberatung Berlin;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Sexuell übertragbare Infektionen, Männer, Divers, LSBTIQ*;Männer, Divers, LSBTIQ*;Schwulenberatung Berlin gGmbH;IGPP Handlungsfeld Besondere Bedarfslagen;Vor Ort in der Einrichtung, Telefonberatung, Rückrufservice, Videoberatung;Deutsch, Englisch, Rumänisch, Weitere Sprachen mit Sprachmittlung;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;Wir bieten Unterstützung bei vielen Fragen, die das Leben als schwuler oder bisexueller Mann, lesbische Frau, trans- oder intergeschlechtlicher Mensch mit sich bringt. Wir helfen u.a. bei Fragen zur Gesundheit, bei Problemen mit Alkohol und anderen Drogen, psychischen Beeinträchtigungen, Krisenerfahrung, Identität und Coming Out, Sozialrecht oder Anti-Diskriminierung.;Niebuhrstraße;59-60;0;10629;Charlottenburg-Wilmersdorf;Charlottenburg;030 446688111;info@schwulenberatungberlin.de;https://schwulenberatungberlin.de/;nein;09:00 - 19:00;09:00 - 19:00;09:00 - 19:00;09:00 - 19:00;09:00 - 19:00;Geschlossen;Geschlossen;Termine können vereinbart werden: vor Ort, telefonisch, per Mail, Online;;52.50439;13.30983
1;497;Servicestelle Wegweiser;hoch;Beziehung zu anderen Menschen;0;selbst.bestimmt e.V.;Sonstiges;Vor Ort in der Einrichtung, Telefonberatung, Rückrufservice, Videoberatung;Deutsch, Arabisch, Bosnisch, Serbisch, Kroatisch, Bulgarisch, Englisch, Französisch, Kurdisch, Polnisch, Rumänisch, Russisch, Türkisch, Weitere Sprachen mit Sprachmittlung;0;Die Servicestelle Wegweiser unterstützt Menschen, die mit ihrem Verhalten die Grenzen nahestehender Personen in ihrem Umfeld verletzen, oder denen dies vorgeworfen wird, bei der Suche nach einem passenden Hilfsangebot. Hierbei kann es sich z.B. um Sucht-, Erziehungs- oder Schuldnerberatungsstellen handeln oder auch die Anbindung an einen Anti-Gewalt-Kurs.;Erich-Weinert-Str.;25;0;10439;Pankow;Prenzlauer Berg;030 45963091;info@wegweiserbln.de;https://www.wegweiserbln.de;nein;10:00 - 15:00;10:00 - 15:00;10:00 - 15:00;10:00 - 15:00;10:00 - 15:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;Termine sind nach Absprache auch außerhalb der Bürozeiten möglich.;52.55184540341739;13.41812623
0;243;Sozialpsychiatrischer Dienst Charlottenburg-Wilmersdorf;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;Bezirksamt Charlottenburg-Wilmersdorf;SpD;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung, Rückrufservice;Deutsch, Englisch, Französisch, Portugisisch;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;Wir bieten Hilfe und Beratung zu Persönlichen und materiellen Schwierigkeiten, Einleitung von Hilfen (z.B. betreutes Wohnen, Tagesstätten), Fragen zur gesetzlichen Betreuung, Fragen zu Therapie und Behandlung und Fragen zur Unterbringung bei akuter Selbst – oder Fremdgefährdung (PsychKG). Wir haben eine offene Sprechstunde und machen Hausbesuche.;Hohenzollerndamm;177;4. Etage;10713;Charlottenburg-Wilmersdorf;Wilmersdorf;030 902916044;sopsy@charlottenburg-wilmersdorf.de;https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/gesundheit/sozialpsychiatrischer-dienst/;nein;08:00 - 16:00;08:00 - 16:00;08:00 - 16:00;08:00 - 16:00;08:00 - 16:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;Offene Sprechstunde (ohne Anmeldung): Dienstag 9:00 bis 12:00 Uhr und Donnerstag 14:00 bis 16:00 Uhr.;52.48937;13.31224
0;69;Sozialpsychiatrischer Dienst Friedrichshain-Kreuzberg;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt, Angehörige;Angehörige;Bezirksamt Friedrichshain-Kreuzberg;SpD;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung, Rückrufservice, Videoberatung;Deutsch, Englisch, Weitere Sprachen mit Sprachmittlung;Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung;Beratungsstelle für Menschen mit seelischen Problemen und Notlagen, süchtigen Verhaltensweisen und Schwierigkeiten im Alltag. Auch wenn Sie sich Sorgen um andere Menschen machen, weil diese psychisch krank zu sein scheinen, können Sie sich mit uns beraten. Wir stehen ebenso als Ansprechpartner für professionelle Helfer, Betreuungspersonen, Nachbarn, Angehörige oder Einrichtungen und Institutionen zur Verfügung, wenn Fragen zu psychischen Erkrankungen bestehen.;Urbanstraße;24;3. OG;10967;Friedrichshain-Kreuzberg;Kreuzberg;030 90298-8400;gesundheitshilfe@ba-fk.berlin.de;https://www.berlin.de/gesundheitshilfe-fk;nein;08:00 - 16:00;08:00 - 16:00;08:00 - 16:00;08:00 - 16:00;08:00 - 16:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;Sprechstunde ohne Termin: Dienstag 9:00 bis 12:00 Uhr.;52.49239;13.41033
0;261;Sozialpsychiatrischer Dienst Lichtenberg;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;Gesundheitsamt Lichtenberg;SpD;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung, Rückrufservice;Deutsch, Englisch, Russisch;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;Der Sozialpsychiatrische Dienst Lichtenberg hilft in Krisensituationen, gibt vertrauensvolle Beratungen und vermittelt in das Hilfesystem. Alle Angebote sind kostenfrei und unterliegen der Schweigepflicht. Unser Team besteht aus SozialarbeiterInnen, Psychologinnen, ÄrztInnen und Verwaltungsangestellten.;Alfred-Kowalke-Straße;24;0;10315;Lichtenberg;Friedrichsfelde;030 902967562;spdi@lichtenberg.berlin.de;https://www.berlin.de/ba-lichtenberg/politik-und-verwaltung/behoerdenwegweiser/artikel.321010.php#ges02;nein;08:00 - 16:00;08:00 - 16:00;08:00 - 16:00;08:00 - 18:00;08:00 - 16:00;Geschlossen;Geschlossen;Termine können vereinbart werden: telefonisch, per Mail;Offene Sprechstunde Dienstag 09:00 bis 12:00 Uhr. Offene Sprechstunde Donnerstag 15:00 bis 18:00 Uhr.;52.50767;13.52449
